distrito;bairro;unidade;classe;apresentacao;tipo_produto;codigo_produto;produto;cadum;data_carga;quantidade
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;ANTIVERTIGINOSO;COMPR;MEDICAMENTOS;10712;BETAISTINA 24MG;29860;2024-10-10;270,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;BRONCODILATADOR;COMPR;MEDICAMENTOS;10013;AMINOFILINA 100MG;30034;2024-10-10;120,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;BRONCODILATADOR;FRASCO;MEDICAMENTOS;10037;IPRATROPIO 0,25MG/ML SOLUCAO INALATORIA - 20ML;30081;2024-10-10;5,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;BRONCODILATADOR;FRASCO;MEDICAMENTOS;10138;FENOTEROL 5MG/ML SOLUCAO INALATORIA - 20ML;23091;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;BRONCODILATADOR;FRASCO;MEDICAMENTOS;10275;SALBUTAMOL 0,4MG/ML XAROPE - 100ML;30826;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;BRONCODILATADOR;FRASCO;MEDICAMENTOS;10595;SALBUTAMOL 100MCG/DOSE AEROSSOL SPRAY 200 DOSES;30152;2024-10-10;23,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CALMANTE (FITOTERÁPICO);COMPR;MEDICAMENTOS;70005;VALERIANA 50MG (VALERIANA OFFICINALIS);42001;2024-10-10;30,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CARDIOTÔNICO;COMPR;MEDICAMENTOS;10105;DIGOXINA 0,25MG;30098;2024-10-10;105,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CLÍNICO;LITRO;MEDICAMENTOS;20165;PEROXIDO DE HIDROGENIO 10 VOLUMES;13164;2024-10-10;2,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CLÍNICO;LITRO;MEDICAMENTOS;20168;*IODO 10% DEGERMANTE (POLIVINILPIRROLIDONA);42019;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CLÍNICO;LITRO;MEDICAMENTOS;20169;*IODO 10% TOPICO (POLIVINILPIRROLIDONA);42020;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CUIDADOS ESPECÍFICOS (ANTIFISÉRICO INTESTINAL);FRASCO;MEDICAMENTOS;10107;SIMETICONA 75MG /ML EMULSAO ORAL - 10ML;30174;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CUIDADOS ESPECÍFICOS (ANTISSÉPTICO);COMPR;MEDICAMENTOS;10250;PERMANGANATO DE POTASSIO 100MG;30140;2024-10-10;10,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CUIDADOS ESPECÍFICOS (ASSEPSIA);BISN.;MEDICAMENTOS;10709;CLORETO DE SODIO 0,9% SOLUCAO - 500 ML (USO EXTERNO);44510;2024-10-10;82,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CUIDADOS ESPECÍFICOS (EMOLIENTE);FRASCO;MEDICAMENTOS;10001;ACIDO CAPRILICO, ACIDO CAPROICO, ACIDO LAURICO, LECITINA DE SOJA, VIT. A E E (LOCAO) 200ML;30032;2024-10-10;10,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CUIDADOS ESPECÍFICOS (LIMPEZA DE LESÕES);BISN.;MEDICAMENTOS;10351;COLAGENASE 0,06 UI/G + CLORANFENICOL 0,01G/G POMADA DERMATOLOGICA - 30G;30166;2024-10-10;13,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;CUIDADOS ESPECÍFICOS (REMOVEDOR DE CERA DOS OUVIDOS);FRASCO;MEDICAMENTOS;10711;HIDROXIQUINOLINA 0,4MG/ML + TROLAMINA 140MG/ML SOLUCAO OTOLOGICA - 8ML;29862;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;DESCONGESTIONANTE;FRASCO;MEDICAMENTOS;10074;CLORETO DE SODIO 0,9% SOLUCAO NASAL - 50 ML;40067;2024-10-10;5,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;DILUENTE;AMP;MEDICAMENTOS;10009;AGUA PARA INJETAVEIS - 10ML;29996;2024-10-10;122,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;DILUENTE;BISN.;MEDICAMENTOS;10010;AGUA PARA INJETAVEIS - 500ML;29997;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;DIURÉTICO (DE ALÇA);AMP;MEDICAMENTOS;10146;FUROSEMIDA 10MG/ML SOLUCAO INJETAVEL - 2ML;30191;2024-10-10;3,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;DIURÉTICO (DE ALÇA);COMPR;MEDICAMENTOS;10147;FUROSEMIDA 40MG;30109;2024-10-10;680,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;DIURÉTICO (POUPADOR DE POTÁSSIO);COMPR;MEDICAMENTOS;10123;ESPIRONOLACTONA 25MG;30180;2024-10-10;1500,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;DIURÉTICO (TIAZÍDICO);COMPR;MEDICAMENTOS;10424;HIDROCLOROTIAZIDA 25MG;30444;2024-10-10;5530,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;ECTOPARASITICIDA;FRASCO;MEDICAMENTOS;10677;PERMETRINA 1% LOCAO TOPICA - 60ML;50083;2024-10-10;24,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;ECTOPARASITICIDA;FRASCO;MEDICAMENTOS;10678;PERMETRINA 5% LOCAO TOPICA - 60ML;30142;2024-10-10;10,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;ESTATINA;COMPR;MEDICAMENTOS;10578;SINVASTATINA 40MG;30153;2024-10-10;3330,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;ESTIMULANTE CARDÍACO/ BRONCODILATADOR/ VASOPRESSOR;AMP;MEDICAMENTOS;10079;EPINEFRINA 1MG/ML SOLUCAO INJETAVEL - 1ML (ADRENALINA);30204;2024-10-10;5,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;EXPECTORANTE (FITOTERÁPICO);FRASCO;MEDICAMENTOS;70003;GUACO (MIKANIA GLOMERATA) 30 A 120MG/ML XAROPE - 100 A 150ML;42002;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;IMUNOESTIMULANTE (FITOTERÁPICO);CAPSULA;MEDICAMENTOS;70008;*UNHA DE GATO 100MG (UNCARIA TOMENTOSA);41998;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;LAXANTE;FRASCO;MEDICAMENTOS;10241;OLEO MINERAL PURO SOLUCAO ORAL - 100ML;30238;2024-10-10;6,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;LUBRIFICANTE OCULAR;FRASCO;MEDICAMENTOS;10371;HIPROMELOSE 0,3% + DEXTRANA 0,1% SOLUCAO OFTALMICA - 15ML;30118;2024-10-10;8,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;NEUROLÉPTICO;AMP;MEDICAMENTOS;10514;HALOPERIDOL 5MG/ML SOLUCAO INJETAVEL -1ML;30266;2024-10-10;2,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;NUCLEOSÍDEOS;BISN.;MEDICAMENTOS;10462;ACICLOVIR CREME TOPICO 50MG/G - 10G;30028;2024-10-10;10,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;NUCLEOSÍDEOS;BISN.;MEDICAMENTOS;10611;ACICLOVIR 30MG/G POMADA OFTALMICA 4,5G;30030;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;NUCLEOSÍDEOS;COMPR;MEDICAMENTOS;10890;ACICLOVIR 200MG;26451;2024-10-10;338,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;PROTETOR DE MUCOSA GÁSTRICA;CAPSULA;MEDICAMENTOS;70002;ESPINHEIRA SANTA (MAYTENUS OFFICINALIS) 380 A 500MG;42000;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REIDRATANTE;BISN.;MEDICAMENTOS;10279;RINGER COM LACTATO DE SODIO SOLUCAO INJETAVEL - 500ML;30314;2024-10-10;3,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REIDRATANTE;ENVELOPE;MEDICAMENTOS;10274;SAIS PARA REIDRATACAO ORAL PO - 27,9G;30151;2024-10-10;39,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HIROELETROLÍTICO;AMP;MEDICAMENTOS;10158;GLICOSE 50% SOLUCAO INJETAVEL - 10ML;30197;2024-10-10;5,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HIROELETROLÍTICO;BISN.;MEDICAMENTOS;10075;CLORETO DE SODIO 0,9% SOLUCAO INJETAVEL - 500ML (SISTEMA FECHADO);30057;2024-10-10;2,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HIROELETROLÍTICO;BISN.;MEDICAMENTOS;10521;CLORETO DE SODIO 0,9% SOLUCAO INJETAVEL - 250ML;30201;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HORMONAL;BISN.;MEDICAMENTOS;10656;ESTRIOL 1% CREME VAGINAL + APLICADOR - 50G;30103;2024-10-10;14,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HORMONAL;COMPR;MEDICAMENTOS;10397;LEVOTIROXINA 100 MCG;30125;2024-10-10;190,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HORMONAL;COMPR;MEDICAMENTOS;10398;LEVOTIROXINA 50 MCG;30126;2024-10-10;240,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HORMONAL;COMPR;MEDICAMENTOS;10742;ESTRADIOL 2MG;46106;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HORMONAL;COMPR;MEDICAMENTOS;10767;LEVOTIROXINA 25MCG;49915;2024-10-10;120,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;REPOSITOR HORMONAL (FITOTERÁPICO);COMPR;MEDICAMENTOS;70007;ISOFLAVONA DE SOJA 150MG (GLYCINE MAX);41999;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;SUPLEMENTO;COMPR;MEDICAMENTOS;10657;CARBONATO DE CALCIO 1.250 A 2.500 MG (500 A 1000 MG DE CALCIO) + VITAMINA D3 400UI;28458;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;VASODILATADOR;COMPR;MEDICAMENTOS;10924;ISOSSORBIDA 20MG;25349;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;VASODILATADOR (EMERGÊNCIA HIPERTENSIVA);COMPR;MEDICAMENTOS;10193;ISOSSORBIDA 5MG;30120;2024-10-10;60,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;AMP;MEDICAMENTOS;10276;*SALBUTAMOL 0,5MG/ML - 1ML;30261;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;AMP;MEDICAMENTOS;10460;MEDROXIPROGESTERONA 150MG/ML SUSPENSAO INJETAVEL - 1ML;30062;2024-10-10;7,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;AMP;MEDICAMENTOS;10581;NORETISTERONA 50MG + ESTRADIOL 5MG SOLUCAO INJETAVEL - 1ML;30101;2024-10-10;35,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BISN.;MEDICAMENTOS;10056;*CETOCONAZOL CREME 2% - 30G TOPICO;22133;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BISN.;MEDICAMENTOS;10243;*OXIDO DE ZINCO + VITAMINA A + D + ACIDO BORICO - 45G;30297;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BISN.;MEDICAMENTOS;10297;*TIABENDAZOL POMADA 5% - 45G;13689;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BISN.;MEDICAMENTOS;10363;*TOBRAMICINA POMADA OFTALMICA 3MG/G - 3,5G;30289;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BISN.;MEDICAMENTOS;70000;*ARNICA MONTANA BISNAGA 200MG/G BISN. 30G;29000;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BLISTER;MEDICAMENTOS;10032;PQT MULTIBACILAR ADULTO;;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BLISTER;MEDICAMENTOS;10034;*BLISTER PAUCIBACILAR ADULTO;;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BLISTER;MEDICAMENTOS;10035;*BLISTER PAUCIBACILAR INFANTIL;;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BLISTER;MEDICAMENTOS;10198;LEVONORGESTREL 0,15MG + ETINILESTRADIOL 0,03MG;32646;2024-10-10;22,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BLISTER;MEDICAMENTOS;10226;NORETISTERONA 0,35 MG;34533;2024-10-10;3,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BLISTER;MEDICAMENTOS;10345;*ETINILESTRADIOL 0,035MG + CIPROTERONA, ACETATO 2MG;30185;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BLISTER;MEDICAMENTOS;10356;*GESTODENO 75MCG + ETINILESTRADIOL 30MCG;30255;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;BLISTER;MEDICAMENTOS;10530;LEVONORGESTREL 0,75MG;35321;2024-10-10;2,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;CANETA;MEDICAMENTOS;10736;INSULINA NPH CANETA 100UI/ML SUSPENSAO INJETAVEL - 3ML;49903;2024-10-10;126,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;CANETA;MEDICAMENTOS;10737;INSULINA REGULAR CANETA 100UI/ML SUSPENSAO INJETAVEL - 3ML;49904;2024-10-10;10,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;CAPSULA;MEDICAMENTOS;70004;*PEUMOS BOLDUS EXTRATO SECO 125MG (1,25 A 1,75 BOLDINA) - CAPS/COMPR/DRAGEA;29004;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10024;*ATENOLOL 100MG;30076;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10029;*BEZAFIBRATO 200MG;30038;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10063;*CINARIZINA 75MG;30050;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10094;*DEXCLORFENIRAMINA 2MG;30096;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10106;*DIMETICONA 40MG (SIMETICONA);30173;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10120;*ERITROMICINA 500MG (ESTOLATO);30102;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10153;*GLICLAZIDA, 30 MG, LIBERACAO PROLONGADA;30112;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10191;ISONIAZIDA 100MG;10191;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10192;*ISOSSORBIDA 10MG;30209;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10215;*METILDOPA 500MG;30284;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10218;*METOCLOPRAMIDA 10MG;30225;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10277;*SALBUTAMOL 2MG;30262;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10409;OFLOXACINO 400MG;30296;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10415;*RANITIDINA 150MG;30150;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10439;*METRONIDAZOL 400MG;30133;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10453;PIRIMETAMINA 25MG;10453;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10454;SULFADIAZINA 500MG;30154;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10463;*ACICLOVIR 400MG;29993;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10473;*ANLODIPINO BESILATO, 10MG;30079;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10487;*NIFEDIPINA 10MG;30294;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10523;*ESTRADIOL 1MG;30181;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10587;*RAMIPRIL 10MG;30256;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10662;ESPIRAMICINA 500MG (1.500.000 UI);26354;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10690;RHZE (RIFAMPICINA 150MG+ ISONIAZIDA 75MH+ PIRAZINAMIDA 400MG+ ETAMBUTOL 275MG);;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10702;*LEVONORGESTREL 1,5MG;30124;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS;10731;ISONIAZIDA 75MG + RIFAMPICINA 150MG;;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;COMPR;MEDICAMENTOS P/ PACIENTES ESPECIAIS;10485;*CANDESARTAN CILAXETIL 16MG - SULCADO;23926;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;DRAGEA;MEDICAMENTOS;10315;*COMPLEXO B DRAGEA, VITAMINA;14200;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FR/AMP;MEDICAMENTOS;10183;INSULINA NPH 100UI/ML SUSPENSAO INJETAVEL - 10ML;32295;2024-10-10;37,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FR/AMP;MEDICAMENTOS;10184;INSULINA REGULAR 100UI/ML SUSPENSAO INJETAVEL - 10ML;30208;2024-10-10;6,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10007;*ACIDO NALIDIXICO 250MG/5ML -60ML;29995;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10041;*BROM. N-BUTILESCOPOLAMINA (HIOSCINA) 10MG/ML GOTAS - 20ML;30007;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10077;*CLORETO DE SODIO 0,9% - SOL. NASAL. FRASCO COM 20ML;30092;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10086;*CROMOGLICATO DISSODICO NASAL 4% - 13ML;30167;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10114;*DIPROP. BECLOMETASONA 250MCG SPRAY ORAL - 200 DOSES,C/INALADOR;30100;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10137;*FENOTEROL AEROSOL, BROMIDRATO 0,1MG (100MCG/ DOSE) 10ML/200DOSESX;30012;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10178;HIPOCLORITO DE SODIO 2,5% SOLUCAO SANEANTE - 50ML;30463;2024-10-10;400,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10212;*MEBENDAZOL 20MG/ML - 30ML;30222;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10255;*PIRAZINAMIDA 3% SUSPENSAO ORAL - 150ML;;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10259;*POLIVITAMINICO, SOLUCAO ORAL- 20ML;34490;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10270;RIFAMPICINA 2% SOLUCAO ORAL - 120ML;30258;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10303;*TOBRAMICINA 0,3% - SOL. OFTALMICA FRASCO 5ML;41681;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10312;*VITAMINA C GOTAS - 200MG/ML - 20ML;30323;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10316;*COMPLEXO B GOTAS, VITAMINA - 20ML;30304;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10461;*BROM. N-BUTILESCOPOLAMINA 6,67MG/ML+ DIPIRONA SODICA 333,4MG/ML - 20ML;30009;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10596;*DIPROP. BECLOMETASONA 50MCG /SPRAY ORAL - 200 DOSES;30177;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS;10672;*HIDROXIDO DE MAGNESIO 35,6MG + HIDROXIDO DE ALUMINIO 37MG/ML -100ML SUSP.ORAL;30117;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;FRASCO;MEDICAMENTOS P/ PACIENTES ESPECIAIS;20998;*FRASCO 300ML, ESTERIL,P/ADM DE NUTRICAO ENTERAL,GRAD. 10ML, C/TRAVA DE SEG.ALCA SUST.;38988;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;LATA;MEDICAMENTOS P/ PACIENTES ESPECIAIS;40023;FORTINI/NUTREN JUNIOR SUPLEMENTO INF. HIPERCAL, ISENTO DE LACTOSE E GLUTEN,SACAROSE- 400G./PEDIASURE;41964;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;LATA;MEDICAMENTOS P/ PACIENTES ESPECIAIS;40094;FORTINI NEUTRO 400G - SUPLEMENTO ALIMENTAR ORAL OU ENT. NUTRICIONALMENTE COMPLETO. ISENTO DE LACTOSE;46414;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;POTE;MEDICAMENTOS;10534;*SULFADIAZINA DE PRATA PASTA 1% - 400G;30155;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;UNIDADE;MEDICAMENTOS;10199;ETONOGESTREL 68MG IMPLANTE SUBDERMICO, EMBALAGEM COM 1 APLICADOR CONTENDO 1 IMPLANTE;51097;2024-10-10;5,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;UNIDADE;MEDICAMENTOS;10594;*FUMARATO DE FORMOTEROL 12MCG C/60 DOSES SPRAY + INALADOR;30434;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;UNIDADE;MEDICAMENTOS;10732;*FUMARATO DE FORMOTEROL 12MCG C/30 DOSES SPRAY + INALADOR;30190;2024-10-10;0,0
7;GUABIRABA;Us 183 Usf Sitio dos Macacos;;UNIDADE;MEDICAMENTOS P/ PACIENTES ESPECIAIS;20934;*FRASCO DE NUTRICAO ENTERAL 300ML - BIOBASE;10146;2024-10-10;0,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;AGENTE ANTIRESSORTIVO;COMPR;MEDICAMENTOS;10651;ALENDRONATO DE SODIO 70MG;30068;2024-10-10;102,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;AGENTE URICOSÚRICO;COMPR;MEDICAMENTOS;10669;ALOPURINOL 300MG;30069;2024-10-10;115,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;AINE;AMP;MEDICAMENTOS;10057;CETOPROFENO 50MG/ML SOLUCAO INJETAVEL - 2ML;30048;2024-10-10;3,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;AINE/ ANTICOAGULANTE;COMPR;MEDICAMENTOS;10003;ACIDO ACETILSALICILICO 100MG;30064;2024-10-10;4517,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;ANALGÉSICO/ ANTIPIRÉTICO;AMP;MEDICAMENTOS;10111;DIPIRONA 500MG/ML SOLUCAO INJETAVEL - 2ML;30099;2024-10-10;0,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;ANALGÉSICO/ ANTIPIRÉTICO;COMPR;MEDICAMENTOS;10110;DIPIRONA 500MG;30219;2024-10-10;2095,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;ANALGÉSICO/ ANTIPIRÉTICO;COMPR;MEDICAMENTOS;10608;IBUPROFENO 600MG;30119;2024-10-10;715,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;ANALGÉSICO/ ANTIPIRÉTICO;COMPR;MEDICAMENTOS;10673;PARACETAMOL 500MG;30138;2024-10-10;410,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;ANALGÉSICO/ ANTIPIRÉTICO;FRASCO;MEDICAMENTOS;10109;DIPIRONA 500MG/ML SOLUCAO ORAL - 10ML;30175;2024-10-10;0,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;ANALGÉSICO/ ANTIPIRÉTICO;FRASCO;MEDICAMENTOS;10245;PARACETAMOL 200MG/ML SOLUCAO ORAL - 15ML;30139;2024-10-10;22,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;ANALGÉSICO/ ANTIPIRÉTICO;FRASCO;MEDICAMENTOS;10827;IBUPROFENO 50MG/ML SUSPENSAO ORAL - 30ML;41434;2024-10-10;7,0
7;GUABIRABA;Us 231 Usf Corrego da Bica;ANESTÉSICO LOCAL;AMP;MEDICAMENTOS;10408;LIDOCAINA 2% S/ VASOCONSTRICTOR SOLUCAO INJETAVEL - 5ML;30281;2024-10-10;33,0
